"시점","시도별","성별","연령계층별",데이터
"2020.4/4","울산광역시","남자","30 - 39세",77
"2020.4/4","울산광역시","남자","40 - 49세",91
"2020.4/4","울산광역시","남자","50 - 59세",95
"2020.4/4","울산광역시","남자","60세이상",51
"2020.4/4","울산광역시","여자","20 - 29세",30
"2020.4/4","울산광역시","여자","30 - 39세",36
"2020.4/4","울산광역시","여자","40 - 49세",52
"2020.4/4","울산광역시","여자","50 - 59세",54
"2020.4/4","울산광역시","여자","60세이상",36
"2020.4/4","세종특별자치시","남자","20 - 29세",10
"2020.4/4","세종특별자치시","남자","30 - 39세",30
"2020.4/4","세종특별자치시","남자","40 - 49세",34
"2020.4/4","세종특별자치시","남자","50 - 59세",20
"2020.4/4","세종특별자치시","남자","60세이상",13
"2020.4/4","세종특별자치시","여자","20 - 29세",12
"2020.4/4","세종특별자치시","여자","30 - 39세",20
"2020.4/4","세종특별자치시","여자","40 - 49세",22
"2020.4/4","세종특별자치시","여자","50 - 59세",14
"2020.4/4","세종특별자치시","여자","60세이상",8
"2020.4/4","경기도","남자","20 - 29세",466
"2020.4/4","경기도","남자","30 - 39세",927
"2020.4/4","경기도","남자","40 - 49세",1057
"2020.4/4","경기도","남자","50 - 59세",977
"2020.4/4","경기도","남자","60세이상",644
"2020.4/4","경기도","여자","20 - 29세",464
"2020.4/4","경기도","여자","30 - 39세",567
"2020.4/4","경기도","여자","40 - 49세",665
"2020.4/4","경기도","여자","50 - 59세",660
"2020.4/4","경기도","여자","60세이상",437
"2020.4/4","강원도","남자","20 - 29세",43
"2020.4/4","강원도","남자","30 - 39세",72
"2020.4/4","강원도","남자","40 - 49세",97
"2020.4/4","강원도","남자","50 - 59세",113
"2020.4/4","강원도","남자","60세이상",108
"2020.4/4","강원도","여자","20 - 29세",45
"2020.4/4","강원도","여자","30 - 39세",46
"2020.4/4","강원도","여자","40 - 49세",74
"2020.4/4","강원도","여자","50 - 59세",86
"2020.4/4","강원도","여자","60세이상",97
"2020.4/4","충청북도","남자","20 - 29세",63
"2020.4/4","충청북도","남자","30 - 39세",98
"2020.4/4","충청북도","남자","40 - 49세",114
"2020.4/4","충청북도","남자","50 - 59세",122
"2020.4/4","충청북도","남자","60세이상",109
"2020.4/4","충청북도","여자","20 - 29세",55
"2020.4/4","충청북도","여자","30 - 39세",62
"2020.4/4","충청북도","여자","40 - 49세",81
"2020.4/4","충청북도","여자","50 - 59세",93
"2020.4/4","충청북도","여자","60세이상",85
"2020.4/4","충청남도","남자","20 - 29세",74
"2020.4/4","충청남도","남자","30 - 39세",145
"2020.4/4","충청남도","남자","40 - 49세",160
"2020.4/4","충청남도","남자","50 - 59세",154
"2020.4/4","충청남도","남자","60세이상",158
"2020.4/4","충청남도","여자","20 - 29세",73
"2020.4/4","충청남도","여자","30 - 39세",76
"2020.4/4","충청남도","여자","40 - 49세",107
"2020.4/4","충청남도","여자","50 - 59세",110
"2020.4/4","충청남도","여자","60세이상",120
"2020.4/4","전라북도","남자","20 - 29세",51
"2020.4/4","전라북도","남자","30 - 39세",92
"2020.4/4","전라북도","남자","40 - 49세",117
"2020.4/4","전라북도","남자","50 - 59세",129
"2020.4/4","전라북도","남자","60세이상",145
"2020.4/4","전라북도","여자","20 - 29세",44
"2020.4/4","전라북도","여자","30 - 39세",59
"2020.4/4","전라북도","여자","40 - 49세",90
"2020.4/4","전라북도","여자","50 - 59세",95
"2020.4/4","전라북도","여자","60세이상",119
"2020.4/4","전라남도","남자","20 - 29세",45
"2020.4/4","전라남도","남자","30 - 39세",87
"2020.4/4","전라남도","남자","40 - 49세",121
"2020.4/4","전라남도","남자","50 - 59세",140
"2020.4/4","전라남도","남자","60세이상",157
"2020.4/4","전라남도","여자","20 - 29세",39
"2020.4/4","전라남도","여자","30 - 39세",58
"2020.4/4","전라남도","여자","40 - 49세",85
"2020.4/4","전라남도","여자","50 - 59세",95
"2020.4/4","전라남도","여자","60세이상",146
"2020.4/4","경상북도","남자","20 - 29세",86
"2020.4/4","경상북도","남자","30 - 39세",138
"2020.4/4","경상북도","남자","40 - 49세",176
"2020.4/4","경상북도","남자","50 - 59세",205
"2020.4/4","경상북도","남자","60세이상",224
"2020.4/4","경상북도","여자","20 - 29세",65
"2020.4/4","경상북도","여자","30 - 39세",78
"2020.4/4","경상북도","여자","40 - 49세",122
"2020.4/4","경상북도","여자","50 - 59세",143
"2020.4/4","경상북도","여자","60세이상",181
"2020.4/4","경상남도","남자","20 - 29세",102
"2020.4/4","경상남도","남자","30 - 39세",196
"2020.4/4","경상남도","남자","40 - 49세",246
"2020.4/4","경상남도","남자","50 - 59세",245
"2020.4/4","경상남도","남자","60세이상",212
"2020.4/4","경상남도","여자","20 - 29세",72
"2020.4/4","경상남도","여자","30 - 39세",121
"2020.4/4","경상남도","여자","40 - 49세",164
"2020.4/4","경상남도","여자","50 - 59세",178
"2020.4/4","경상남도","여자","60세이상",177
"2020.4/4","제주도","남자","20 - 29세",20
"2020.4/4","제주도","남자","30 - 39세",41
"2020.4/4","제주도","남자","40 - 49세",51
"2020.4/4","제주도","남자","50 - 59세",50
"2020.4/4","제주도","남자","60세이상",42
"2020.4/4","제주도","여자","20 - 29세",21
"2020.4/4","제주도","여자","30 - 39세",27
"2020.4/4","제주도","여자","40 - 49세",43
"2020.4/4","제주도","여자","50 - 59세",39
"2020.4/4","제주도","여자","60세이상",44
"2021.1/4","서울특별시","남자","20 - 29세",337
"2021.1/4","서울특별시","남자","30 - 39세",651
"2021.1/4","서울특별시","남자","40 - 49세",653
"2021.1/4","서울특별시","남자","50 - 59세",612
"2021.1/4","서울특별시","남자","60세이상",440
"2021.1/4","서울특별시","여자","20 - 29세",499
"2021.1/4","서울특별시","여자","30 - 39세",487
"2021.1/4","서울특별시","여자","40 - 49세",470
"2021.1/4","서울특별시","여자","50 - 59세",456
"2021.1/4","서울특별시","여자","60세이상",317
"2021.1/4","부산광역시","남자","20 - 29세",107
"2021.1/4","부산광역시","남자","30 - 39세",175
"2021.1/4","부산광역시","남자","40 - 49세",216
"2021.1/4","부산광역시","남자","50 - 59세",211
"2021.1/4","부산광역시","남자","60세이상",191
"2021.1/4","부산광역시","여자","20 - 29세",102
"2021.1/4","부산광역시","여자","30 - 39세",115
"2021.1/4","부산광역시","여자","40 - 49세",151
"2021.1/4","부산광역시","여자","50 - 59세",192
"2021.1/4","부산광역시","여자","60세이상",149
"2021.1/4","대구광역시","남자","20 - 29세",73
"2021.1/4","대구광역시","남자","30 - 39세",135
"2021.1/4","대구광역시","남자","40 - 49세",162
"2021.1/4","대구광역시","남자","50 - 59세",177
"2021.1/4","대구광역시","남자","60세이상",126
"2021.1/4","대구광역시","여자","20 - 29세",81
"2021.1/4","대구광역시","여자","30 - 39세",84
"2021.1/4","대구광역시","여자","40 - 49세",114
"2021.1/4","대구광역시","여자","50 - 59세",132
"2021.1/4","대구광역시","여자","60세이상",94
"2021.1/4","인천광역시","남자","20 - 29세",107
"2021.1/4","인천광역시","남자","30 - 39세",194
"2021.1/4","인천광역시","남자","40 - 49세",220
"2021.1/4","인천광역시","남자","50 - 59세",204
"2021.1/4","인천광역시","남자","60세이상",146
"2021.1/4","인천광역시","여자","20 - 29세",112
"2021.1/4","인천광역시","여자","30 - 39세",124
"2021.1/4","인천광역시","여자","40 - 49세",155
"2021.1/4","인천광역시","여자","50 - 59세",163
"2021.1/4","인천광역시","여자","60세이상",99
"2021.1/4","광주광역시","남자","20 - 29세",49
"2021.1/4","광주광역시","남자","30 - 39세",84
"2021.1/4","광주광역시","남자","40 - 49세",110
"2021.1/4","광주광역시","남자","50 - 59세",106
"2021.1/4","광주광역시","남자","60세이상",66
"2021.1/4","광주광역시","여자","20 - 29세",56
"2021.1/4","광주광역시","여자","30 - 39세",56
"2021.1/4","광주광역시","여자","40 - 49세",81
"2021.1/4","광주광역시","여자","50 - 59세",72
"2021.1/4","광주광역시","여자","60세이상",51
"2021.1/4","대전광역시","남자","20 - 29세",59
"2021.1/4","대전광역시","남자","30 - 39세",90
"2021.1/4","대전광역시","남자","40 - 49세",106
"2021.1/4","대전광역시","남자","50 - 59세",99
"2021.1/4","대전광역시","남자","60세이상",76
"2021.1/4","대전광역시","여자","20 - 29세",66
"2021.1/4","대전광역시","여자","30 - 39세",59
"2021.1/4","대전광역시","여자","40 - 49세",76
"2021.1/4","대전광역시","여자","50 - 59세",75
"2021.1/4","대전광역시","여자","60세이상",49
"2021.1/4","울산광역시","남자","20 - 29세",33
"2021.1/4","울산광역시","남자","30 - 39세",74
"2021.1/4","울산광역시","남자","40 - 49세",89
"2021.1/4","울산광역시","남자","50 - 59세",93
"2021.1/4","울산광역시","남자","60세이상",49
"2021.1/4","울산광역시","여자","20 - 29세",29
"2021.1/4","울산광역시","여자","30 - 39세",38
"2021.1/4","울산광역시","여자","40 - 49세",53
"2021.1/4","울산광역시","여자","50 - 59세",55
"2021.1/4","울산광역시","여자","60세이상",34
"2021.1/4","세종특별자치시","남자","20 - 29세",10
"2021.1/4","세종특별자치시","남자","30 - 39세",30
"2021.1/4","세종특별자치시","남자","40 - 49세",34
"2021.1/4","세종특별자치시","남자","50 - 59세",21
"2021.1/4","세종특별자치시","남자","60세이상",11
"2021.1/4","세종특별자치시","여자","20 - 29세",13
"2021.1/4","세종특별자치시","여자","30 - 39세",19
"2021.1/4","세종특별자치시","여자","40 - 49세",22
"2021.1/4","세종특별자치시","여자","50 - 59세",13
"2021.1/4","세종특별자치시","여자","60세이상",6
"2021.1/4","경기도","남자","20 - 29세",462
"2021.1/4","경기도","남자","30 - 39세",933
"2021.1/4","경기도","남자","40 - 49세",1076
"2021.1/4","경기도","남자","50 - 59세",969
"2021.1/4","경기도","남자","60세이상",600
"2021.1/4","경기도","여자","20 - 29세",483
"2021.1/4","경기도","여자","30 - 39세",554
"2021.1/4","경기도","여자","40 - 49세",671
"2021.1/4","경기도","여자","50 - 59세",652
"2021.1/4","경기도","여자","60세이상",408
"2021.1/4","강원도","남자","20 - 29세",40
"2021.1/4","강원도","남자","30 - 39세",71
"2021.1/4","강원도","남자","40 - 49세",93
"2021.1/4","강원도","남자","50 - 59세",109
"2021.1/4","강원도","남자","60세이상",99
"2021.1/4","강원도","여자","20 - 29세",43
"2021.1/4","강원도","여자","30 - 39세",47
"2021.1/4","강원도","여자","40 - 49세",71
"2021.1/4","강원도","여자","50 - 59세",81
"2021.1/4","강원도","여자","60세이상",86
"2021.1/4","충청북도","남자","20 - 29세",69
"2021.1/4","충청북도","남자","30 - 39세",97
"2021.1/4","충청북도","남자","40 - 49세",112
"2021.1/4","충청북도","남자","50 - 59세",118
"2021.1/4","충청북도","남자","60세이상",103
"2021.1/4","충청북도","여자","20 - 29세",56
"2021.1/4","충청북도","여자","30 - 39세",59
"2021.1/4","충청북도","여자","40 - 49세",79
"2021.1/4","충청북도","여자","50 - 59세",90
"2021.1/4","충청북도","여자","60세이상",70
"2021.1/4","충청남도","남자","20 - 29세",75
"2021.1/4","충청남도","남자","30 - 39세",142
"2021.1/4","충청남도","남자","40 - 49세",158
"2021.1/4","충청남도","남자","50 - 59세",149
"2021.1/4","충청남도","남자","60세이상",139
"2021.1/4","충청남도","여자","20 - 29세",71
"2021.1/4","충청남도","여자","30 - 39세",71
"2021.1/4","충청남도","여자","40 - 49세",98
"2021.1/4","충청남도","여자","50 - 59세",107
"2021.1/4","충청남도","여자","60세이상",100
"2021.1/4","전라북도","남자","20 - 29세",52
"2021.1/4","전라북도","남자","30 - 39세",92
"2021.1/4","전라북도","남자","40 - 49세",115
"2021.1/4","전라북도","남자","50 - 59세",126
"2021.1/4","전라북도","남자","60세이상",144
"2021.1/4","전라북도","여자","20 - 29세",44
"2021.1/4","전라북도","여자","30 - 39세",54
"2021.1/4","전라북도","여자","40 - 49세",89
"2021.1/4","전라북도","여자","50 - 59세",94
"2021.1/4","전라북도","여자","60세이상",108
"2021.1/4","전라남도","남자","20 - 29세",44
"2021.1/4","전라남도","남자","30 - 39세",87
"2021.1/4","전라남도","남자","40 - 49세",121
"2021.1/4","전라남도","남자","50 - 59세",138
"2021.1/4","전라남도","남자","60세이상",156
"2021.1/4","전라남도","여자","20 - 29세",36
"2021.1/4","전라남도","여자","30 - 39세",52
"2021.1/4","전라남도","여자","40 - 49세",84
"2021.1/4","전라남도","여자","50 - 59세",94
"2021.1/4","전라남도","여자","60세이상",133
"2021.1/4","경상북도","남자","20 - 29세",85
"2021.1/4","경상북도","남자","30 - 39세",131
"2021.1/4","경상북도","남자","40 - 49세",173
"2021.1/4","경상북도","남자","50 - 59세",200
"2021.1/4","경상북도","남자","60세이상",218
"2021.1/4","경상북도","여자","20 - 29세",57
"2021.1/4","경상북도","여자","30 - 39세",72
"2021.1/4","경상북도","여자","40 - 49세",115
"2021.1/4","경상북도","여자","50 - 59세",139
"2021.1/4","경상북도","여자","60세이상",161
"2021.1/4","경상남도","남자","20 - 29세",99
"2021.1/4","경상남도","남자","30 - 39세",187
"2021.1/4","경상남도","남자","40 - 49세",243
"2021.1/4","경상남도","남자","50 - 59세",240
"2021.1/4","경상남도","남자","60세이상",208
"2021.1/4","경상남도","여자","20 - 29세",78
"2021.1/4","경상남도","여자","30 - 39세",119
"2021.1/4","경상남도","여자","40 - 49세",161
"2021.1/4","경상남도","여자","50 - 59세",173
"2021.1/4","경상남도","여자","60세이상",164
"2021.1/4","제주도","남자","20 - 29세",19
"2021.1/4","제주도","남자","30 - 39세",40
"2021.1/4","제주도","남자","40 - 49세",51
"2021.1/4","제주도","남자","50 - 59세",50
"2021.1/4","제주도","남자","60세이상",41
"2021.1/4","제주도","여자","20 - 29세",21
"2021.1/4","제주도","여자","30 - 39세",27
"2021.1/4","제주도","여자","40 - 49세",42
"2021.1/4","제주도","여자","50 - 59세",38
"2021.1/4","제주도","여자","60세이상",41
"2021.2/4","서울특별시","남자","20 - 29세",357
"2021.2/4","서울특별시","남자","30 - 39세",646
"2021.2/4","서울특별시","남자","40 - 49세",658
"2021.2/4","서울특별시","남자","50 - 59세",615
"2021.2/4","서울특별시","남자","60세이상",459
"2021.2/4","서울특별시","여자","20 - 29세",521
"2021.2/4","서울특별시","여자","30 - 39세",486
"2021.2/4","서울특별시","여자","40 - 49세",472
"2021.2/4","서울특별시","여자","50 - 59세",475
"2021.2/4","서울특별시","여자","60세이상",349
"2021.2/4","부산광역시","남자","20 - 29세",108
"2021.2/4","부산광역시","남자","30 - 39세",177
"2021.2/4","부산광역시","남자","40 - 49세",223
"2021.2/4","부산광역시","남자","50 - 59세",211
"2021.2/4","부산광역시","남자","60세이상",202
